"dataset","Database_ID","PermanentID","add_date","paper_id","title","year","authors","journal","doi","contact","sample_name","sample_type","manipulated","sample_description","latitude","longitude","continent","year_of_sampling"
1681,"its1",42379,"GF03008881S","26.04.2021","Veloso_2020_EB","Effects of environmental factors on microbiota of fruits and soil of Coffea arabica in Brazil.",2020,"Veloso, T.G.R., da Silva, M.D.C.S., Cardoso, W.S., Guarçoni, R.C., Kasuya, M.C.M. and Pereira, L.L.","Scientific Reports","10.1038/s41598-020-71309-y","catarinakasuya@gmail.com","LL5","soil",FALSE,"soil",-20.437333,-41.182483,"South America"
1682,"its1",33190,"GF03008880S","26.04.2021","Veloso_2020_EB","Effects of environmental factors on microbiota of fruits and soil of Coffea arabica in Brazil.",2020,"Veloso, T.G.R., da Silva, M.D.C.S., Cardoso, W.S., Guarçoni, R.C., Kasuya, M.C.M. and Pereira, L.L.","Scientific Reports","10.1038/s41598-020-71309-y","catarinakasuya@gmail.com","LL19","soil",FALSE,"soil",-20.166429,-41.037463,"South America"
1683,"its1",36657,"GF03008878S","26.04.2021","Veloso_2020_EB","Effects of environmental factors on microbiota of fruits and soil of Coffea arabica in Brazil.",2020,"Veloso, T.G.R., da Silva, M.D.C.S., Cardoso, W.S., Guarçoni, R.C., Kasuya, M.C.M. and Pereira, L.L.","Scientific Reports","10.1038/s41598-020-71309-y","catarinakasuya@gmail.com","LL23","soil",FALSE,"soil",-20.53164,-41.080126,"South America"
1684,"its1",35088,"GF03008875S","26.04.2021","Veloso_2020_EB","Effects of environmental factors on microbiota of fruits and soil of Coffea arabica in Brazil.",2020,"Veloso, T.G.R., da Silva, M.D.C.S., Cardoso, W.S., Guarçoni, R.C., Kasuya, M.C.M. and Pereira, L.L.","Scientific Reports","10.1038/s41598-020-71309-y","catarinakasuya@gmail.com","LL7","soil",FALSE,"soil",-20.32622,-41.107041,"South America"
1685,"its1",31704,"GF03008873S","26.04.2021","Veloso_2020_EB","Effects of environmental factors on microbiota of fruits and soil of Coffea arabica in Brazil.",2020,"Veloso, T.G.R., da Silva, M.D.C.S., Cardoso, W.S., Guarçoni, R.C., Kasuya, M.C.M. and Pereira, L.L.","Scientific Reports","10.1038/s41598-020-71309-y","catarinakasuya@gmail.com","LL22","soil",FALSE,"soil",-20.53164,-41.080126,"South America"
1686,"its1",30917,"GF03008872S","26.04.2021","Veloso_2020_EB","Effects of environmental factors on microbiota of fruits and soil of Coffea arabica in Brazil.",2020,"Veloso, T.G.R., da Silva, M.D.C.S., Cardoso, W.S., Guarçoni, R.C., Kasuya, M.C.M. and Pereira, L.L.","Scientific Reports","10.1038/s41598-020-71309-y","catarinakasuya@gmail.com","LL6","soil",FALSE,"soil",-20.437333,-41.182483,"South America"
1687,"its1",29706,"GF03008869S","26.04.2021","Veloso_2020_EB","Effects of environmental factors on microbiota of fruits and soil of Coffea arabica in Brazil.",2020,"Veloso, T.G.R., da Silva, M.D.C.S., Cardoso, W.S., Guarçoni, R.C., Kasuya, M.C.M. and Pereira, L.L.","Scientific Reports","10.1038/s41598-020-71309-y","catarinakasuya@gmail.com","LL14","soil",FALSE,"soil",-20.158914,-41.020625,"South America"
1688,"its1",30629,"GF03008864S","26.04.2021","Veloso_2020_EB","Effects of environmental factors on microbiota of fruits and soil of Coffea arabica in Brazil.",2020,"Veloso, T.G.R., da Silva, M.D.C.S., Cardoso, W.S., Guarçoni, R.C., Kasuya, M.C.M. and Pereira, L.L.","Scientific Reports","10.1038/s41598-020-71309-y","catarinakasuya@gmail.com","LL12","soil",FALSE,"soil",-20.316887,-41.121482,"South America"
1689,"its1",18143,"GF03008863S","26.04.2021","Veloso_2020_EB","Effects of environmental factors on microbiota of fruits and soil of Coffea arabica in Brazil.",2020,"Veloso, T.G.R., da Silva, M.D.C.S., Cardoso, W.S., Guarçoni, R.C., Kasuya, M.C.M. and Pereira, L.L.","Scientific Reports","10.1038/s41598-020-71309-y","catarinakasuya@gmail.com","LL25","soil",FALSE,"soil",-20.555586,-41.0831,"South America"
1690,"its1",16524,"GF03008861S","26.04.2021","Veloso_2020_EB","Effects of environmental factors on microbiota of fruits and soil of Coffea arabica in Brazil.",2020,"Veloso, T.G.R., da Silva, M.D.C.S., Cardoso, W.S., Guarçoni, R.C., Kasuya, M.C.M. and Pereira, L.L.","Scientific Reports","10.1038/s41598-020-71309-y","catarinakasuya@gmail.com","LL9","soil",FALSE,"soil",-20.32622,-41.107041,"South America"
1691,"its1",15617,"GF03008859S","26.04.2021","Veloso_2020_EB","Effects of environmental factors on microbiota of fruits and soil of Coffea arabica in Brazil.",2020,"Veloso, T.G.R., da Silva, M.D.C.S., Cardoso, W.S., Guarçoni, R.C., Kasuya, M.C.M. and Pereira, L.L.","Scientific Reports","10.1038/s41598-020-71309-y","catarinakasuya@gmail.com","LL10","soil",FALSE,"soil",-20.316887,-41.121482,"South America"
1692,"its1",14036,"GF03008858S","26.04.2021","Veloso_2020_EB","Effects of environmental factors on microbiota of fruits and soil of Coffea arabica in Brazil.",2020,"Veloso, T.G.R., da Silva, M.D.C.S., Cardoso, W.S., Guarçoni, R.C., Kasuya, M.C.M. and Pereira, L.L.","Scientific Reports","10.1038/s41598-020-71309-y","catarinakasuya@gmail.com","LL17","soil",FALSE,"soil",-20.161705,-41.026062,"South America"
1693,"its1",12587,"GF03008855S","26.04.2021","Veloso_2020_EB","Effects of environmental factors on microbiota of fruits and soil of Coffea arabica in Brazil.",2020,"Veloso, T.G.R., da Silva, M.D.C.S., Cardoso, W.S., Guarçoni, R.C., Kasuya, M.C.M. and Pereira, L.L.","Scientific Reports","10.1038/s41598-020-71309-y","catarinakasuya@gmail.com","LL8","soil",FALSE,"soil",-20.32622,-41.107041,"South America"
1694,"its1",12022,"GF03008853S","26.04.2021","Veloso_2020_EB","Effects of environmental factors on microbiota of fruits and soil of Coffea arabica in Brazil.",2020,"Veloso, T.G.R., da Silva, M.D.C.S., Cardoso, W.S., Guarçoni, R.C., Kasuya, M.C.M. and Pereira, L.L.","Scientific Reports","10.1038/s41598-020-71309-y","catarinakasuya@gmail.com","LL11","soil",FALSE,"soil",-20.316887,-41.121482,"South America"
1695,"its1",9309,"GF03008851S","26.04.2021","Veloso_2020_EB","Effects of environmental factors on microbiota of fruits and soil of Coffea arabica in Brazil.",2020,"Veloso, T.G.R., da Silva, M.D.C.S., Cardoso, W.S., Guarçoni, R.C., Kasuya, M.C.M. and Pereira, L.L.","Scientific Reports","10.1038/s41598-020-71309-y","catarinakasuya@gmail.com","LL24","soil",FALSE,"soil",-20.53164,-41.080126,"South America"
1696,"its1",8735,"GF03008847S","26.04.2021","Veloso_2020_EB","Effects of environmental factors on microbiota of fruits and soil of Coffea arabica in Brazil.",2020,"Veloso, T.G.R., da Silva, M.D.C.S., Cardoso, W.S., Guarçoni, R.C., Kasuya, M.C.M. and Pereira, L.L.","Scientific Reports","10.1038/s41598-020-71309-y","catarinakasuya@gmail.com","LL4","soil",FALSE,"soil",-20.437333,-41.182483,"South America"
1697,"its1",8509,"GF03008846S","26.04.2021","Veloso_2020_EB","Effects of environmental factors on microbiota of fruits and soil of Coffea arabica in Brazil.",2020,"Veloso, T.G.R., da Silva, M.D.C.S., Cardoso, W.S., Guarçoni, R.C., Kasuya, M.C.M. and Pereira, L.L.","Scientific Reports","10.1038/s41598-020-71309-y","catarinakasuya@gmail.com","LL15","soil",FALSE,"soil",-20.158914,-41.020625,"South America"
1698,"its1",4460,"GF03008845S","26.04.2021","Veloso_2020_EB","Effects of environmental factors on microbiota of fruits and soil of Coffea arabica in Brazil.",2020,"Veloso, T.G.R., da Silva, M.D.C.S., Cardoso, W.S., Guarçoni, R.C., Kasuya, M.C.M. and Pereira, L.L.","Scientific Reports","10.1038/s41598-020-71309-y","catarinakasuya@gmail.com","LL21","soil",FALSE,"soil",-20.166429,-41.037463,"South America"
1699,"its1",4423,"GF03008844S","26.04.2021","Veloso_2020_EB","Effects of environmental factors on microbiota of fruits and soil of Coffea arabica in Brazil.",2020,"Veloso, T.G.R., da Silva, M.D.C.S., Cardoso, W.S., Guarçoni, R.C., Kasuya, M.C.M. and Pereira, L.L.","Scientific Reports","10.1038/s41598-020-71309-y","catarinakasuya@gmail.com","LL20","soil",FALSE,"soil",-20.166429,-41.037463,"South America"
1700,"its1",4382,"GF03008843S","26.04.2021","Veloso_2020_EB","Effects of environmental factors on microbiota of fruits and soil of Coffea arabica in Brazil.",2020,"Veloso, T.G.R., da Silva, M.D.C.S., Cardoso, W.S., Guarçoni, R.C., Kasuya, M.C.M. and Pereira, L.L.","Scientific Reports","10.1038/s41598-020-71309-y","catarinakasuya@gmail.com","LL16","soil",FALSE,"soil",-20.161705,-41.026062,"South America"
1701,"its1",4103,"GF03008842S","26.04.2021","Veloso_2020_EB","Effects of environmental factors on microbiota of fruits and soil of Coffea arabica in Brazil.",2020,"Veloso, T.G.R., da Silva, M.D.C.S., Cardoso, W.S., Guarçoni, R.C., Kasuya, M.C.M. and Pereira, L.L.","Scientific Reports","10.1038/s41598-020-71309-y","catarinakasuya@gmail.com","LL18","soil",FALSE,"soil",-20.161705,-41.026062,"South America"
1702,"its1",3064,"GF03008841S","26.04.2021","Veloso_2020_EB","Effects of environmental factors on microbiota of fruits and soil of Coffea arabica in Brazil.",2020,"Veloso, T.G.R., da Silva, M.D.C.S., Cardoso, W.S., Guarçoni, R.C., Kasuya, M.C.M. and Pereira, L.L.","Scientific Reports","10.1038/s41598-020-71309-y","catarinakasuya@gmail.com","LL26","soil",FALSE,"soil",-20.555586,-41.0831,"South America"
1703,"its1",51459,"GF03008839S","26.04.2021","Vanegas_2019_3A57","Effect of salinity on fungal diversity in the rhizosphere of the halophyte Avicennia germinans from a semi-arid mangrove.",2019,"Vanegas, J., Munoz-García, A., Pérez-Parra, K.A., Figueroa-Galvis, I., Mestanza, O. and Polanía, J.","Fungal Ecology","10.1016/j.funeco.2019.07.009","javanegas100@uan.edu.co, aemege1@gmail.com, kattyalejandra.p@gmail.com, ipfigueroag@unal.edu.co, oamestanzam@unal.edu.co, jhpolaniav@unal.edu.co","4C_ITS_Hgroup","rhizosphere soil",FALSE,"soil adhering to secondary roots",11.55251389,-72.90038889,"South America"
1704,"its1",33414,"GF03008838S","26.04.2021","Vanegas_2019_3A57","Effect of salinity on fungal diversity in the rhizosphere of the halophyte Avicennia germinans from a semi-arid mangrove.",2019,"Vanegas, J., Munoz-García, A., Pérez-Parra, K.A., Figueroa-Galvis, I., Mestanza, O. and Polanía, J.","Fungal Ecology","10.1016/j.funeco.2019.07.009","javanegas100@uan.edu.co, aemege1@gmail.com, kattyalejandra.p@gmail.com, ipfigueroag@unal.edu.co, oamestanzam@unal.edu.co, jhpolaniav@unal.edu.co","3C_ITS_Lgroup","rhizosphere soil",FALSE,"soil adhering to secondary roots",11.55316667,-72.90097222,"South America"
1705,"its1",21724,"GF03008837S","26.04.2021","Vanegas_2019_3A57","Effect of salinity on fungal diversity in the rhizosphere of the halophyte Avicennia germinans from a semi-arid mangrove.",2019,"Vanegas, J., Munoz-García, A., Pérez-Parra, K.A., Figueroa-Galvis, I., Mestanza, O. and Polanía, J.","Fungal Ecology","10.1016/j.funeco.2019.07.009","javanegas100@uan.edu.co, aemege1@gmail.com, kattyalejandra.p@gmail.com, ipfigueroag@unal.edu.co, oamestanzam@unal.edu.co, jhpolaniav@unal.edu.co","4A_ITS_Hgroup","rhizosphere soil",FALSE,"soil adhering to secondary roots",11.55251389,-72.90038889,"South America"
1706,"its1",9740,"GF03008836S","26.04.2021","Vanegas_2019_3A57","Effect of salinity on fungal diversity in the rhizosphere of the halophyte Avicennia germinans from a semi-arid mangrove.",2019,"Vanegas, J., Munoz-García, A., Pérez-Parra, K.A., Figueroa-Galvis, I., Mestanza, O. and Polanía, J.","Fungal Ecology","10.1016/j.funeco.2019.07.009","javanegas100@uan.edu.co, aemege1@gmail.com, kattyalejandra.p@gmail.com, ipfigueroag@unal.edu.co, oamestanzam@unal.edu.co, jhpolaniav@unal.edu.co","2A_ITS_Mgroup","rhizosphere soil",FALSE,"soil adhering to secondary roots",11.55233333,-72.89988889,"South America"
1707,"its1",9739,"GF03008835S","26.04.2021","Vanegas_2019_3A57","Effect of salinity on fungal diversity in the rhizosphere of the halophyte Avicennia germinans from a semi-arid mangrove.",2019,"Vanegas, J., Munoz-García, A., Pérez-Parra, K.A., Figueroa-Galvis, I., Mestanza, O. and Polanía, J.","Fungal Ecology","10.1016/j.funeco.2019.07.009","javanegas100@uan.edu.co, aemege1@gmail.com, kattyalejandra.p@gmail.com, ipfigueroag@unal.edu.co, oamestanzam@unal.edu.co, jhpolaniav@unal.edu.co","2C_ITS_Mgroup","rhizosphere soil",FALSE,"soil adhering to secondary roots",11.55233333,-72.89988889,"South America"
1708,"its1",8912,"GF03008834S","26.04.2021","Vanegas_2019_3A57","Effect of salinity on fungal diversity in the rhizosphere of the halophyte Avicennia germinans from a semi-arid mangrove.",2019,"Vanegas, J., Munoz-García, A., Pérez-Parra, K.A., Figueroa-Galvis, I., Mestanza, O. and Polanía, J.","Fungal Ecology","10.1016/j.funeco.2019.07.009","javanegas100@uan.edu.co, aemege1@gmail.com, kattyalejandra.p@gmail.com, ipfigueroag@unal.edu.co, oamestanzam@unal.edu.co, jhpolaniav@unal.edu.co","3B_ITS_Lgroup","rhizosphere soil",FALSE,"soil adhering to secondary roots",11.55316667,-72.90097222,"South America"
1709,"its1",7839,"GF03008833S","26.04.2021","Vanegas_2019_3A57","Effect of salinity on fungal diversity in the rhizosphere of the halophyte Avicennia germinans from a semi-arid mangrove.",2019,"Vanegas, J., Munoz-García, A., Pérez-Parra, K.A., Figueroa-Galvis, I., Mestanza, O. and Polanía, J.","Fungal Ecology","10.1016/j.funeco.2019.07.009","javanegas100@uan.edu.co, aemege1@gmail.com, kattyalejandra.p@gmail.com, ipfigueroag@unal.edu.co, oamestanzam@unal.edu.co, jhpolaniav@unal.edu.co","2B_ITS_Mgroup","rhizosphere soil",FALSE,"soil adhering to secondary roots",11.55233333,-72.89988889,"South America"
1710,"its1",7133,"GF03008832S","26.04.2021","Vanegas_2019_3A57","Effect of salinity on fungal diversity in the rhizosphere of the halophyte Avicennia germinans from a semi-arid mangrove.",2019,"Vanegas, J., Munoz-García, A., Pérez-Parra, K.A., Figueroa-Galvis, I., Mestanza, O. and Polanía, J.","Fungal Ecology","10.1016/j.funeco.2019.07.009","javanegas100@uan.edu.co, aemege1@gmail.com, kattyalejandra.p@gmail.com, ipfigueroag@unal.edu.co, oamestanzam@unal.edu.co, jhpolaniav@unal.edu.co","3A_ITS_Lgroup","rhizosphere soil",FALSE,"soil adhering to secondary roots",11.55316667,-72.90097222,"South America"
1711,"its1",6854,"GF03008831S","26.04.2021","Vanegas_2019_3A57","Effect of salinity on fungal diversity in the rhizosphere of the halophyte Avicennia germinans from a semi-arid mangrove.",2019,"Vanegas, J., Munoz-García, A., Pérez-Parra, K.A., Figueroa-Galvis, I., Mestanza, O. and Polanía, J.","Fungal Ecology","10.1016/j.funeco.2019.07.009","javanegas100@uan.edu.co, aemege1@gmail.com, kattyalejandra.p@gmail.com, ipfigueroag@unal.edu.co, oamestanzam@unal.edu.co, jhpolaniav@unal.edu.co","4B_ITS_Hgroup","rhizosphere soil",FALSE,"soil adhering to secondary roots",11.55251389,-72.90038889,"South America"
1712,"its1",79451,"GF03008243S","26.04.2021","Schroeder_2019_3FC1","Host plant phylogeny and abundance predict root-associated fungal community composition and diversity of mutualists and pathogens.",2019,"Schroeder, J.W., Martin, J.T., Angulo, D.F., Arias-Del Razo, I., Barbosa, J.M., Perea, R., Sebastián-González, E. and Dirzo, R.","Journal of Ecology","10.1111/1365-2745.13166","jwschro@alumni.stanford.edu","T5-25","root",FALSE,"fine root tips",18.586562,-95.074537,"North America"
1713,"its1",78767,"GF03008242S","26.04.2021","Schroeder_2019_3FC1","Host plant phylogeny and abundance predict root-associated fungal community composition and diversity of mutualists and pathogens.",2019,"Schroeder, J.W., Martin, J.T., Angulo, D.F., Arias-Del Razo, I., Barbosa, J.M., Perea, R., Sebastián-González, E. and Dirzo, R.","Journal of Ecology","10.1111/1365-2745.13166","jwschro@alumni.stanford.edu","T5-30","root",FALSE,"fine root tips",18.586596,-95.074504,"North America"
1714,"its1",78489,"GF03008241S","26.04.2021","Schroeder_2019_3FC1","Host plant phylogeny and abundance predict root-associated fungal community composition and diversity of mutualists and pathogens.",2019,"Schroeder, J.W., Martin, J.T., Angulo, D.F., Arias-Del Razo, I., Barbosa, J.M., Perea, R., Sebastián-González, E. and Dirzo, R.","Journal of Ecology","10.1111/1365-2745.13166","jwschro@alumni.stanford.edu","T5-24","root",FALSE,"fine root tips",18.586556,-95.074544,"North America"
1715,"its1",75649,"GF03008240S","26.04.2021","Schroeder_2019_3FC1","Host plant phylogeny and abundance predict root-associated fungal community composition and diversity of mutualists and pathogens.",2019,"Schroeder, J.W., Martin, J.T., Angulo, D.F., Arias-Del Razo, I., Barbosa, J.M., Perea, R., Sebastián-González, E. and Dirzo, R.","Journal of Ecology","10.1111/1365-2745.13166","jwschro@alumni.stanford.edu","T6-22","root",FALSE,"fine root tips",18.586593,-95.075541,"North America"
1716,"its1",16808,"GF03008239S","26.04.2021","Schroeder_2019_3FC1","Host plant phylogeny and abundance predict root-associated fungal community composition and diversity of mutualists and pathogens.",2019,"Schroeder, J.W., Martin, J.T., Angulo, D.F., Arias-Del Razo, I., Barbosa, J.M., Perea, R., Sebastián-González, E. and Dirzo, R.","Journal of Ecology","10.1111/1365-2745.13166","jwschro@alumni.stanford.edu","T2-24.5","root",FALSE,"fine root tips",18.581609,-95.075404,"North America"
1717,"its1",72183,"GF03008238S","26.04.2021","Schroeder_2019_3FC1","Host plant phylogeny and abundance predict root-associated fungal community composition and diversity of mutualists and pathogens.",2019,"Schroeder, J.W., Martin, J.T., Angulo, D.F., Arias-Del Razo, I., Barbosa, J.M., Perea, R., Sebastián-González, E. and Dirzo, R.","Journal of Ecology","10.1111/1365-2745.13166","jwschro@alumni.stanford.edu","T1-25","root",FALSE,"fine root tips",18.583915,-95.077315,"North America"
